,0,1,2,3,4,5,6
Experiment,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
MAE [m] (Val),2.82,2.91,2.76,2.81,3.01,2.83,2.65
MAE [m] (Test),7.57,7.65,6.99,10.02,9.01,8.41,9.61
nMAE [%] (Val),14.680000305175781,14.5600004196167,14.0,13.640000343322754,14.920000076293945,14.279999732971191,13.710000038146973
nMAE [%] (Test),28.90999984741211,29.219999313354492,21.459999084472656,29.6299991607666,26.43000030517578,25.020000457763672,28.459999084472656
RMSE [m] (Val),3.7799999713897705,3.8399999141693115,3.640000104904175,3.7100000381469727,3.9200000762939453,3.7300000190734863,3.549999952316284
RMSE [m] (Test),9.949999809265137,9.979999542236328,9.0600004196167,12.180000305175781,11.029999732971191,10.489999771118164,11.859999656677246
Bias [m] (Val),0.1899999976158142,0.14000000059604645,0.30000001192092896,-0.05999999865889549,-0.14000000059604645,0.1899999976158142,-0.019999999552965164
Bias [m] (Test),-4.539999961853027,-4.670000076293945,-5.159999847412109,-9.270000457763672,-8.239999771118164,-7.260000228881836,-8.760000228881836
R2 [-] (Val),0.8199999928474426,0.7900000214576721,0.800000011920929,0.7900000214576721,0.7599999904632568,0.7900000214576721,0.8399999737739563
R2 [-] (Test),-0.38999998569488525,-0.4000000059604645,-0.5899999737739563,-1.8799999952316284,-1.3600000143051147,-1.1399999856948853,-1.7300000190734863
F1 FMASK (Test),,,,,,,0.9533
F1 DLT (Test),,,,,,,0.6332
"MAE [m] (Val, >5m)",2.83,2.93,2.79,2.82,3.02,2.84,2.66
"MAE [m] (Test, >5m)",7.52,7.6,6.99,10.02,9.01,8.41,9.61
"RMSE [m] (Val, >5m)",3.799999952316284,3.869999885559082,3.6700000762939453,3.7300000190734863,3.930000066757202,3.740000009536743,3.569999933242798
"RMSE [m] (Test, >5m)",9.899999618530273,9.920000076293945,9.050000190734863,12.180000305175781,11.029999732971191,10.489999771118164,11.859999656677246
"Bias [m] (Val, >5m)",0.14000000059604645,0.10000000149011612,0.25999999046325684,-0.09000000357627869,-0.1899999976158142,0.15000000596046448,-0.07000000029802322
"Bias [m] (Test, >5m)",-4.650000095367432,-4.78000020980835,-5.170000076293945,-9.279999732971191,-8.25,-7.269999980926514,-8.770000457763672
"R2 [-] (Val, >5m)",0.800000011920929,0.7699999809265137,0.7599999904632568,0.7599999904632568,0.7400000095367432,0.7599999904632568,0.8100000023841858
"R2 [-] (Test, >5m)",-0.44999998807907104,-0.46000000834465027,-0.6000000238418579,-1.899999976158142,-1.3799999952316284,-1.149999976158142,-1.75
spectral,"{'seasons': ['summer'], 'quantiles': ['Q50']}","{'seasons': ['summer'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q50']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}"
aux_inputs,['FMASK'],['FMASK'],['FMASK'],['FMASK'],"['FMASK', 'DLT']","['FMASK', 'DLT', 'DEM']",[]
strategy,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,aux_task
outputs,"{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'out_channels': 1, 'loss': 'huber', 'weight': 1.0, 'activation': None}, 'tree_cover': {'target': 'FMASK', 'out_channels': 1, 'loss': 'bce', 'weight': 0.3, 'activation': None}, 'leaf_type': {'target': 'DLT', 'out_channels': 3, 'loss': 'crossentropy', 'weight': 0.2, 'activation': None}}"
exp,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
seed,47,47,47,47,47,47,50
patch_size,32,32,32,32,32,32,32
num_bands,15,15,15,15,15,15,15
batch_size,128,128,128,128,128,128,128
learning_rate,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
weight_decay,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
scheduler_type,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau
scheduler_patience,15,15,15,15,15,15,15
scheduler_factor,0.5,0.5,0.5,0.5,0.5,0.5,0.5
scheduler_min_lr,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
early_stopping_patience,75,75,75,75,75,75,75
epochs,500,500,500,500,500,500,500
huber_delta,1.35,1.35,1.35,1.35,1.35,1.35,1.35
device,mps,mps,mps,mps,mps,mps,mps
combo,_110,_110,_110,_110,_110,_110,_110
