,0,1,2,3,4,5,6
Experiment,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
MAE [m] (Val),4.62,4.65,4.11,3.92,3.87,3.84,3.87
MAE [m] (Test),5.71,5.97,4.62,4.28,4.6,4.2,4.56
nMAE [%] (Val),22.649999618530273,22.809999465942383,17.09000015258789,15.850000381469727,15.3100004196167,15.289999961853027,15.920000076293945
nMAE [%] (Test),34.09000015258789,34.880001068115234,26.8799991607666,24.719999313354492,26.239999771118164,23.90999984741211,26.889999389648438
RMSE [m] (Val),6.329999923706055,6.360000133514404,5.610000133514404,5.440000057220459,5.289999961853027,5.269999980926514,5.260000228881836
RMSE [m] (Test),7.639999866485596,7.869999885559082,6.010000228881836,5.670000076293945,6.050000190734863,5.599999904632568,6.090000152587891
Bias [m] (Val),0.49000000953674316,0.4000000059604645,0.3499999940395355,-0.009999999776482582,0.23000000417232513,0.03999999910593033,0.12999999523162842
Bias [m] (Test),4.150000095367432,4.389999866485596,1.850000023841858,1.3600000143051147,2.7300000190734863,1.059999942779541,2.1500000953674316
R2 [-] (Val),0.6000000238418579,0.6000000238418579,0.6899999976158142,0.6800000071525574,0.6899999976158142,0.699999988079071,0.7300000190734863
R2 [-] (Test),0.550000011920929,0.5199999809265137,0.6899999976158142,0.7200000286102295,0.6800000071525574,0.7200000286102295,0.6700000166893005
F1 FMASK (Test),,,,,,,0.9759
F1 DLT (Test),,,,,,,0.3051
"MAE [m] (Val, >5m)",4.67,4.7,4.11,3.99,3.9,3.91,3.98
"MAE [m] (Test, >5m)",5.51,5.86,4.5,4.37,4.69,4.38,4.68
"RMSE [m] (Val, >5m)",6.329999923706055,6.349999904632568,5.639999866485596,5.5,5.329999923706055,5.320000171661377,5.360000133514404
"RMSE [m] (Test, >5m)",7.199999809265137,7.590000152587891,5.889999866485596,5.699999809265137,6.139999866485596,5.710000038146973,6.139999866485596
"Bias [m] (Val, >5m)",0.3100000023841858,0.20999999344348907,0.10999999940395355,-0.15000000596046448,0.05999999865889549,-0.09000000357627869,-0.019999999552965164
"Bias [m] (Test, >5m)",3.6500000953674316,3.990000009536743,1.3200000524520874,1.0700000524520874,2.559999942779541,0.8299999833106995,1.9500000476837158
"R2 [-] (Val, >5m)",0.3499999940395355,0.3400000035762787,0.4099999964237213,0.3799999952316284,0.41999998688697815,0.41999998688697815,0.4000000059604645
"R2 [-] (Test, >5m)",-0.009999999776482582,-0.11999999731779099,0.30000001192092896,0.3400000035762787,0.23999999463558197,0.3400000035762787,0.23999999463558197
spectral,"{'seasons': ['summer'], 'quantiles': ['Q50']}","{'seasons': ['summer'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q50']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}"
aux_inputs,['FMASK'],['FMASK'],['FMASK'],['FMASK'],"['FMASK', 'DLT']","['FMASK', 'DLT', 'DEM']",[]
strategy,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,aux_task
outputs,"{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'out_channels': 1, 'loss': 'huber', 'weight': 1.0, 'activation': None}, 'tree_cover': {'target': 'FMASK', 'out_channels': 1, 'loss': 'bce', 'weight': 0.3, 'activation': None}, 'leaf_type': {'target': 'DLT', 'out_channels': 3, 'loss': 'crossentropy', 'weight': 0.2, 'activation': None}}"
exp,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
seed,50,50,50,50,50,50,50
patch_size,32,32,32,32,32,32,32
num_bands,15,15,15,15,15,15,15
batch_size,128,128,128,128,128,128,128
learning_rate,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
weight_decay,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
scheduler_type,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau
scheduler_patience,15,15,15,15,15,15,15
scheduler_factor,0.5,0.5,0.5,0.5,0.5,0.5,0.5
scheduler_min_lr,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
early_stopping_patience,75,75,75,75,75,75,75
epochs,500,500,500,500,500,500,500
huber_delta,1.35,1.35,1.35,1.35,1.35,1.35,1.35
device,mps,mps,mps,mps,mps,mps,mps
combo,_101,_101,_101,_101,_101,_101,_101
