,0,1,2,3,4,5,6
Experiment,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
MAE [m] (Val),5.06,5.49,4.75,4.39,4.4,4.51,4.34
MAE [m] (Test),5.67,4.91,4.91,5.08,4.97,4.7,5.54
nMAE [%] (Val),22.649999618530273,25.149999618530273,21.270000457763672,19.329999923706055,18.969999313354492,19.8700008392334,20.6299991607666
nMAE [%] (Test),25.239999771118164,21.479999542236328,21.290000915527344,21.020000457763672,20.639999389648438,20.06999969482422,23.149999618530273
RMSE [m] (Val),6.849999904632568,7.420000076293945,6.539999961853027,6.0,5.949999809265137,6.099999904632568,6.050000190734863
RMSE [m] (Test),8.0,6.559999942779541,6.329999923706055,6.559999942779541,6.380000114440918,6.050000190734863,7.070000171661377
Bias [m] (Val),-0.46000000834465027,-0.7900000214576721,-0.17000000178813934,-0.23999999463558197,-0.4099999964237213,-0.3400000035762787,0.30000001192092896
Bias [m] (Test),-2.9200000762939453,-2.819999933242798,-2.619999885559082,-3.5299999713897705,-3.4100000858306885,-3.0199999809265137,-3.809999942779541
R2 [-] (Val),0.5899999737739563,0.5099999904632568,0.6000000238418579,0.699999988079071,0.699999988079071,0.6899999976158142,0.7300000190734863
R2 [-] (Test),0.3499999940395355,0.5699999928474426,0.5899999737739563,0.5600000023841858,0.5799999833106995,0.6299999952316284,0.49000000953674316
F1 FMASK (Test),,,,,,,0.9888
F1 DLT (Test),,,,,,,0.9098
"MAE [m] (Val, >5m)",5.1,5.51,4.75,4.43,4.46,4.59,4.5
"MAE [m] (Test, >5m)",5.97,5.17,5.2,5.43,5.32,4.98,5.86
"RMSE [m] (Val, >5m)",6.849999904632568,7.369999885559082,6.489999771118164,6.010000228881836,6.0,6.150000095367432,6.170000076293945
"RMSE [m] (Test, >5m)",8.329999923706055,6.800000190734863,6.570000171661377,6.829999923706055,6.639999866485596,6.269999980926514,7.349999904632568
"Bias [m] (Val, >5m)",-0.6899999976158142,-1.090000033378601,-0.3799999952316284,-0.47999998927116394,-0.6299999952316284,-0.5299999713897705,0.14000000059604645
"Bias [m] (Test, >5m)",-3.049999952316284,-2.9800000190734863,-2.799999952316284,-3.9000000953674316,-3.7699999809265137,-3.259999990463257,-4.079999923706055
"R2 [-] (Val, >5m)",0.3400000035762787,0.23999999463558197,0.4099999964237213,0.4699999988079071,0.4699999988079071,0.44999998807907104,0.41999998688697815
"R2 [-] (Test, >5m)",-0.8600000143051147,-0.23999999463558197,-0.1599999964237213,-0.27000001072883606,-0.20000000298023224,-0.07000000029802322,-0.4699999988079071
spectral,"{'seasons': ['summer'], 'quantiles': ['Q50']}","{'seasons': ['summer'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q50']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}"
aux_inputs,['FMASK'],['FMASK'],['FMASK'],['FMASK'],"['FMASK', 'DLT']","['FMASK', 'DLT', 'DEM']",[]
strategy,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,aux_task
outputs,"{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'out_channels': 1, 'loss': 'huber', 'weight': 1.0, 'activation': None}, 'tree_cover': {'target': 'FMASK', 'out_channels': 1, 'loss': 'bce', 'weight': 0.3, 'activation': None}, 'leaf_type': {'target': 'DLT', 'out_channels': 3, 'loss': 'crossentropy', 'weight': 0.2, 'activation': None}}"
exp,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
seed,47,47,47,47,47,47,50
patch_size,32,32,32,32,32,32,32
num_bands,15,15,15,15,15,15,15
batch_size,128,128,128,128,128,128,128
learning_rate,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
weight_decay,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
scheduler_type,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau
scheduler_patience,15,15,15,15,15,15,15
scheduler_factor,0.5,0.5,0.5,0.5,0.5,0.5,0.5
scheduler_min_lr,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
early_stopping_patience,75,75,75,75,75,75,75
epochs,500,500,500,500,500,500,500
huber_delta,1.35,1.35,1.35,1.35,1.35,1.35,1.35
device,mps,mps,mps,mps,mps,mps,mps
combo,_011,_011,_011,_011,_011,_011,_011
