,0,1,2,3,4,5,6
Experiment,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
MAE [m] (Val),4.05,3.95,3.53,3.6,3.61,3.56,3.69
MAE [m] (Test),4.38,4.19,3.68,3.58,3.67,3.58,3.66
nMAE [%] (Val),19.25,18.459999084472656,15.380000114440918,17.1299991607666,17.040000915527344,16.75,17.850000381469727
nMAE [%] (Test),22.68000030517578,21.049999237060547,16.829999923706055,15.569999694824219,15.960000038146973,15.630000114440918,16.049999237060547
RMSE [m] (Val),5.590000152587891,5.400000095367432,4.78000020980835,4.880000114440918,4.840000152587891,4.829999923706055,5.019999980926514
RMSE [m] (Test),6.039999961853027,5.769999980926514,5.059999942779541,4.860000133514404,4.940000057220459,4.880000114440918,4.980000019073486
Bias [m] (Val),0.20000000298023224,-0.09000000357627869,-0.009999999776482582,0.4099999964237213,0.550000011920929,0.3799999952316284,0.6499999761581421
Bias [m] (Test),0.5600000023841858,0.09000000357627869,0.03999999910593033,-0.03999999910593033,0.07000000029802322,-0.029999999329447746,0.12999999523162842
R2 [-] (Val),0.699999988079071,0.7200000286102295,0.7699999809265137,0.7900000214576721,0.7900000214576721,0.7900000214576721,0.7699999809265137
R2 [-] (Test),0.6800000071525574,0.7099999785423279,0.7699999809265137,0.7699999809265137,0.7599999904632568,0.7599999904632568,0.7599999904632568
F1 FMASK (Test),,,,,,,0.9805
F1 DLT (Test),,,,,,,0.9435
"MAE [m] (Val, >5m)",4.19,4.08,3.66,3.75,3.71,3.74,3.84
"MAE [m] (Test, >5m)",4.51,4.33,3.85,3.68,3.73,3.7,3.77
"RMSE [m] (Val, >5m)",5.670000076293945,5.489999771118164,4.889999866485596,5.019999980926514,4.949999809265137,4.980000019073486,5.159999847412109
"RMSE [m] (Test, >5m)",6.110000133514404,5.849999904632568,5.210000038146973,4.949999809265137,5.010000228881836,4.980000019073486,5.070000171661377
"Bias [m] (Val, >5m)",0.019999999552965164,-0.28999999165534973,-0.17000000178813934,0.23000000417232513,0.33000001311302185,0.23000000417232513,0.49000000953674316
"Bias [m] (Test, >5m)",0.3400000035762787,-0.1599999964237213,-0.12999999523162842,-0.23000000417232513,-0.1599999964237213,-0.20999999344348907,-0.03999999910593033
"R2 [-] (Val, >5m)",0.38999998569488525,0.4300000071525574,0.4699999988079071,0.47999998927116394,0.5,0.49000000953674316,0.44999998807907104
"R2 [-] (Test, >5m)",0.36000001430511475,0.4099999964237213,0.44999998807907104,0.5099999904632568,0.5,0.5,0.47999998927116394
spectral,"{'seasons': ['summer'], 'quantiles': ['Q50']}","{'seasons': ['summer'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q50']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}"
aux_inputs,['FMASK'],['FMASK'],['FMASK'],['FMASK'],"['FMASK', 'DLT']","['FMASK', 'DLT', 'DEM']",[]
strategy,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,aux_task
outputs,"{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'out_channels': 1, 'loss': 'huber', 'weight': 1.0, 'activation': None}, 'tree_cover': {'target': 'FMASK', 'out_channels': 1, 'loss': 'bce', 'weight': 0.3, 'activation': None}, 'leaf_type': {'target': 'DLT', 'out_channels': 3, 'loss': 'crossentropy', 'weight': 0.2, 'activation': None}}"
exp,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
seed,53,53,53,53,53,53,53
patch_size,32,32,32,32,32,32,32
num_bands,15,15,15,15,15,15,15
batch_size,128,128,128,128,128,128,128
learning_rate,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
weight_decay,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
scheduler_type,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau
scheduler_patience,15,15,15,15,15,15,15
scheduler_factor,0.5,0.5,0.5,0.5,0.5,0.5,0.5
scheduler_min_lr,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
early_stopping_patience,75,75,75,75,75,75,75
epochs,500,500,500,500,500,500,500
huber_delta,1.35,1.35,1.35,1.35,1.35,1.35,1.35
device,mps,mps,mps,mps,mps,mps,mps
epochs_ran,,,,487.0,494.0,472.0,363.0
