,0,1,2,3,4,5,6
Experiment,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
MAE [m] (Val),4.26,4.0,3.59,3.79,3.7,3.76,3.69
MAE [m] (Test),4.17,3.9,3.74,3.86,3.77,3.83,3.78
nMAE [%] (Val),20.149999618530273,18.780000686645508,16.020000457763672,16.969999313354492,16.850000381469727,16.790000915527344,16.8799991607666
nMAE [%] (Test),20.68000030517578,19.139999389648438,16.950000762939453,16.719999313354492,16.56999969482422,16.489999771118164,16.709999084472656
RMSE [m] (Val),5.849999904632568,5.460000038146973,4.880000114440918,5.099999904632568,5.010000228881836,5.03000020980835,5.0
RMSE [m] (Test),5.679999828338623,5.309999942779541,5.059999942779541,5.25,5.159999847412109,5.21999979019165,5.170000076293945
Bias [m] (Val),0.10999999940395355,0.2199999988079071,0.07000000029802322,-0.41999998688697815,-0.09000000357627869,-0.3700000047683716,-0.14000000059604645
Bias [m] (Test),0.30000001192092896,0.23999999463558197,0.019999999552965164,-0.3700000047683716,-0.07000000029802322,-0.3499999940395355,-0.05000000074505806
R2 [-] (Val),0.6700000166893005,0.7099999785423279,0.7699999809265137,0.7699999809265137,0.7799999713897705,0.7799999713897705,0.7799999713897705
R2 [-] (Test),0.6499999761581421,0.699999988079071,0.7200000286102295,0.7400000095367432,0.7400000095367432,0.7400000095367432,0.7400000095367432
F1 FMASK (Test),,,,,,,0.9764
F1 DLT (Test),,,,,,,0.9378
"MAE [m] (Val, >5m)",4.37,4.11,3.71,3.95,3.85,3.88,3.83
"MAE [m] (Test, >5m)",4.26,3.98,3.82,3.99,3.9,3.94,3.91
"RMSE [m] (Val, >5m)",5.900000095367432,5.539999961853027,4.980000019073486,5.239999771118164,5.139999866485596,5.150000095367432,5.130000114440918
"RMSE [m] (Test, >5m)",5.699999809265137,5.329999923706055,5.119999885559082,5.360000133514404,5.260000228881836,5.320000171661377,5.269999980926514
"Bias [m] (Val, >5m)",-0.11999999731779099,0.03999999910593033,-0.11999999731779099,-0.6800000071525574,-0.3199999928474426,-0.6600000262260437,-0.3700000047683716
"Bias [m] (Test, >5m)",0.11999999731779099,0.07000000029802322,-0.10999999940395355,-0.5699999928474426,-0.23000000417232513,-0.5699999928474426,-0.2199999988079071
"R2 [-] (Val, >5m)",0.33000001311302185,0.4099999964237213,0.46000000834465027,0.49000000953674316,0.5099999904632568,0.5099999904632568,0.5099999904632568
"R2 [-] (Test, >5m)",0.36000001430511475,0.4399999976158142,0.47999998927116394,0.44999998807907104,0.4699999988079071,0.46000000834465027,0.4699999988079071
spectral,"{'seasons': ['summer'], 'quantiles': ['Q50']}","{'seasons': ['summer'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q50']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}","{'seasons': ['spring', 'summer', 'autumn'], 'quantiles': ['Q25', 'Q50', 'Q75']}"
aux_inputs,['FMASK'],['FMASK'],['FMASK'],['FMASK'],"['FMASK', 'DLT']","['FMASK', 'DLT', 'DEM']",[]
strategy,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,all_in_model,aux_task
outputs,"{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'loss': 'huber'}}","{'canopy_height': {'target': 'CHM_norm', 'out_channels': 1, 'loss': 'huber', 'weight': 1.0, 'activation': None}, 'tree_cover': {'target': 'FMASK', 'out_channels': 1, 'loss': 'bce', 'weight': 0.3, 'activation': None}, 'leaf_type': {'target': 'DLT', 'out_channels': 3, 'loss': 'crossentropy', 'weight': 0.2, 'activation': None}}"
exp,01_baseline,02_pixel_composites,03_seasonal_composites,04_pixel_and_seasonal_comp,05_support_fmask_dlt,06_support_fmask_dlt_dem,07_aux_task
seed,52,52,52,52,52,52,52
patch_size,32,32,32,32,32,32,32
num_bands,15,15,15,15,15,15,15
batch_size,128,128,128,128,128,128,128
learning_rate,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008
weight_decay,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
scheduler_type,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau,ReduceLROnPlateau
scheduler_patience,15,15,15,15,15,15,15
scheduler_factor,0.5,0.5,0.5,0.5,0.5,0.5,0.5
scheduler_min_lr,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
early_stopping_patience,75,75,75,75,75,75,75
epochs,500,500,500,500,500,500,500
huber_delta,1.35,1.35,1.35,1.35,1.35,1.35,1.35
device,mps,mps,mps,mps,mps,mps,mps
epochs_ran,,,405.0,408.0,345.0,461.0,410.0
